"assignees","author","body","closed","closedAt","comments","createdAt","id","labels","milestone","number","projectCards","projectItems","reactionGroups","state","title","updatedAt","url"
"","github-actions[bot]","### Organización
Ka0s

### Solicitante
@asantacana1970

### Estado
New

### Impacto
Service

### Urgencia
Medium

### Servicio / CI afectado
GitHub Actions / Ka0s CD Core Services Deploy -> K8s

### Descripción
El workflow **Ka0s CD Core Services Deploy -> K8s** ha fallado durante su ejecución.

**Detalles Técnicos:**
- **Módulo**: [Ka0s] CD Core Services
- **Run ID**: 23666136752
- **Commit**: 17ca2ef7e552ccc915bd87d57476671c0d90fe31
- **Branch/Ref**: main
- **Actor**: asantacana1970

### Pasos / Evidencias
Logs de ejecución: https://github.com/Ka0s-Klaus/ka0s/actions/runs/23666136752
",false,"",0,"2026-03-27T20:37:24Z",4155778789,"itop-incident;triage;automated","",5215,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/5215/reactions","open","[INCIDENT]: Fallo en workflow Ka0s CD Core Services Deploy -> K8s","2026-03-27T20:37:24Z","https://github.com/Ka0s-Klaus/ka0s/issues/5215"
"","github-actions[bot]","### Organización
Ka0s

### Solicitante
@asantacana1970

### Estado
New

### Impacto
Service

### Urgencia
Medium

### Servicio / CI afectado
GitHub Actions / Ka0s Agent Query

### Descripción
El workflow **Ka0s Agent Query** ha fallado durante su ejecución.

**Detalles Técnicos:**
- **Módulo**: [Ka0S] Agent Query
- **Run ID**: 23665892551
- **Commit**: 62deb812829c44d70e3b6caa946e98832c523628
- **Branch/Ref**: main
- **Actor**: asantacana1970

### Pasos / Evidencias
Logs de ejecución: https://github.com/Ka0s-Klaus/ka0s/actions/runs/23665892551
",false,"",1,"2026-03-27T20:26:11Z",4155724031,"itop-incident;triage;automated","",5214,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/5214/reactions","open","[INCIDENT]: Fallo en workflow Ka0s Agent Query","2026-03-27T20:39:59Z","https://github.com/Ka0s-Klaus/ka0s/issues/5214"
"","github-actions[bot]","### Organización
Ka0s

### Solicitante
@asantacana1970

### Estado
New

### Impacto
Service

### Urgencia
Medium

### Servicio / CI afectado
GitHub Actions / Ka0s Agent Query

### Descripción
El workflow **Ka0s Agent Query** ha fallado durante su ejecución.

**Detalles Técnicos:**
- **Módulo**: [Ka0S] Agent Query
- **Run ID**: 23665707358
- **Commit**: 7285e89f0543a32bd1af4fa7a8dfdf475e41ad8b
- **Branch/Ref**: main
- **Actor**: asantacana1970

### Pasos / Evidencias
Logs de ejecución: https://github.com/Ka0s-Klaus/ka0s/actions/runs/23665707358
",false,"",0,"2026-03-27T20:20:39Z",4155698052,"itop-incident;triage;automated","",5213,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/5213/reactions","open","[INCIDENT]: Fallo en workflow Ka0s Agent Query","2026-03-27T20:20:39Z","https://github.com/Ka0s-Klaus/ka0s/issues/5213"
"","github-actions[bot]","### Organización
Ka0s

### Solicitante
@asantacana1970

### Estado
New

### Impacto
Service

### Urgencia
Medium

### Servicio / CI afectado
GitHub Actions / Ka0s Agent Query

### Descripción
El workflow **Ka0s Agent Query** ha fallado durante su ejecución.

**Detalles Técnicos:**
- **Módulo**: [Ka0S] Agent Query
- **Run ID**: 23664909975
- **Commit**: 656c9d82054f6d8ef8e5ad49466b5d6412b63249
- **Branch/Ref**: main
- **Actor**: asantacana1970

### Pasos / Evidencias
Logs de ejecución: https://github.com/Ka0s-Klaus/ka0s/actions/runs/23664909975
",false,"",0,"2026-03-27T19:58:53Z",4155573021,"itop-incident;triage;automated","",5212,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/5212/reactions","open","[INCIDENT]: Fallo en workflow Ka0s Agent Query","2026-03-27T19:58:53Z","https://github.com/Ka0s-Klaus/ka0s/issues/5212"
"","github-actions[bot]","### Organización
Ka0s

### Solicitante
@asantacana1970

### Estado
New

### Impacto
Service

### Urgencia
Medium

### Servicio / CI afectado
GitHub Actions / Ka0s Agent Query

### Descripción
El workflow **Ka0s Agent Query** ha fallado durante su ejecución.

**Detalles Técnicos:**
- **Módulo**: [Ka0S] Agent Query
- **Run ID**: 23664765684
- **Commit**: c0b45fd088bda8767983f214ae2365b2128ec149
- **Branch/Ref**: main
- **Actor**: asantacana1970

### Pasos / Evidencias
Logs de ejecución: https://github.com/Ka0s-Klaus/ka0s/actions/runs/23664765684
",false,"",0,"2026-03-27T19:55:19Z",4155556482,"itop-incident;triage;automated","",5211,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/5211/reactions","open","[INCIDENT]: Fallo en workflow Ka0s Agent Query","2026-03-27T19:55:19Z","https://github.com/Ka0s-Klaus/ka0s/issues/5211"
"","github-actions[bot]","### Organización
Ka0s

### Solicitante
@asantacana1970

### Estado
New

### Impacto
Service

### Urgencia
Medium

### Servicio / CI afectado
GitHub Actions / Ka0s Agent Query

### Descripción
El workflow **Ka0s Agent Query** ha fallado durante su ejecución.

**Detalles Técnicos:**
- **Módulo**: [Ka0S] Agent Query
- **Run ID**: 23664582702
- **Commit**: 079b867e9916eb1bd1804b30f0d1e153dbee0d60
- **Branch/Ref**: main
- **Actor**: asantacana1970

### Pasos / Evidencias
Logs de ejecución: https://github.com/Ka0s-Klaus/ka0s/actions/runs/23664582702
",false,"",0,"2026-03-27T19:50:44Z",4155532519,"itop-incident;triage;automated","",5210,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/5210/reactions","open","[INCIDENT]: Fallo en workflow Ka0s Agent Query","2026-03-27T19:50:44Z","https://github.com/Ka0s-Klaus/ka0s/issues/5210"
"","github-actions[bot]","### Organización
Ka0s

### Solicitante
@asantacana1970

### Estado
New

### Impacto
Service

### Urgencia
Medium

### Servicio / CI afectado
GitHub Actions / Ka0s Agent Query

### Descripción
El workflow **Ka0s Agent Query** ha fallado durante su ejecución.

**Detalles Técnicos:**
- **Módulo**: [Ka0S] Agent Query
- **Run ID**: 23664304302
- **Commit**: 6834b33aabfb52ac1306c3f0eed3e7912c3ea8c6
- **Branch/Ref**: main
- **Actor**: asantacana1970

### Pasos / Evidencias
Logs de ejecución: https://github.com/Ka0s-Klaus/ka0s/actions/runs/23664304302
",false,"",0,"2026-03-27T19:44:54Z",4155498180,"itop-incident;triage;automated","",5209,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/5209/reactions","open","[INCIDENT]: Fallo en workflow Ka0s Agent Query","2026-03-27T19:44:54Z","https://github.com/Ka0s-Klaus/ka0s/issues/5209"
"","github-actions[bot]","### Organización
Ka0s

### Solicitante
@asantacana1970

### Estado
New

### Impacto
Service

### Urgencia
Medium

### Servicio / CI afectado
GitHub Actions / Ka0s Agent Query

### Descripción
El workflow **Ka0s Agent Query** ha fallado durante su ejecución.

**Detalles Técnicos:**
- **Módulo**: [Ka0S] Agent Query
- **Run ID**: 23664051758
- **Commit**: 5d6d15477c5f35ac5330490c95d0f469882b5b14
- **Branch/Ref**: main
- **Actor**: asantacana1970

### Pasos / Evidencias
Logs de ejecución: https://github.com/Ka0s-Klaus/ka0s/actions/runs/23664051758
",false,"",0,"2026-03-27T19:36:12Z",4155442798,"itop-incident;triage;automated","",5208,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/5208/reactions","open","[INCIDENT]: Fallo en workflow Ka0s Agent Query","2026-03-27T19:36:12Z","https://github.com/Ka0s-Klaus/ka0s/issues/5208"
"","github-actions[bot]","### Organización
Ka0s

### Solicitante
@asantacana1970

### Estado
New

### Impacto
Service

### Urgencia
Medium

### Servicio / CI afectado
GitHub Actions / Ka0s Agent Query

### Descripción
El workflow **Ka0s Agent Query** ha fallado durante su ejecución.

**Detalles Técnicos:**
- **Módulo**: [Ka0S] Agent Query
- **Run ID**: 23660740897
- **Commit**: 95fe9b9f9a8ea0cd896f18b655c72891ee7f9565
- **Branch/Ref**: main
- **Actor**: asantacana1970

### Pasos / Evidencias
Logs de ejecución: https://github.com/Ka0s-Klaus/ka0s/actions/runs/23660740897
",false,"",0,"2026-03-27T18:12:17Z",4154921784,"itop-incident;triage;automated","",5207,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/5207/reactions","open","[INCIDENT]: Fallo en workflow Ka0s Agent Query","2026-03-27T18:12:17Z","https://github.com/Ka0s-Klaus/ka0s/issues/5207"
"","github-actions[bot]","### Organización
Ka0s

### Solicitante
@asantacana1970

### Estado
New

### Impacto
Service

### Urgencia
Medium

### Servicio / CI afectado
GitHub Actions / Ka0s CD Core Services Deploy -> K8s

### Descripción
El workflow **Ka0s CD Core Services Deploy -> K8s** ha fallado durante su ejecución.

**Detalles Técnicos:**
- **Módulo**: [Ka0s] CD Core Services
- **Run ID**: 23642271666
- **Commit**: f666d396fc14a43082793a4afbf5bdccc0692896
- **Branch/Ref**: main
- **Actor**: asantacana1970

### Pasos / Evidencias
Logs de ejecución: https://github.com/Ka0s-Klaus/ka0s/actions/runs/23642271666
",false,"",3,"2026-03-27T10:39:30Z",4151447889,"itop-incident;triage;automated;ka0s-agent","",5206,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/5206/reactions","open","[INCIDENT]: Fallo en workflow Ka0s CD Core Services Deploy -> K8s","2026-03-27T13:13:48Z","https://github.com/Ka0s-Klaus/ka0s/issues/5206"
